category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
artillery,Denmark,12,M-270 MLRS 227mm,Self-propelled MRL,1996,1998-2001,-12,$146 m deal
artillery,Egypt,26,M-270 MLRS 227mm,Self-propelled MRL,2001,2003-2005,26,Part of $354 m deal; 'FMF' aid
artillery,Egypt,201,M-109A1 155mm,Self-propelled gun,-2003,2004-2005,-201,Second-hand; $44 m deal; M-109A2 and M-109A3 versions
artillery,Egypt,12,M-270 MLRS 227mm,Self-propelled MRL,-2004,2005,12,
artillery,Egypt,200,M-109A5 155mm,Self-propelled gun,2005,2005-2008,-200,Second-hand (possibly modernized before delivery); $181 m deal
artillery,Greece,18,M-270 MLRS 227mm,Self-propelled MRL,1998,2000,18,$55 m deal (part of $245 m deal)
artillery,Greece,-113,M-106,Self-propelled mortar,2000,2000-2002,-113,Second-hand; aid; M-106A2 version
artillery,Greece,-1,M-106,Self-propelled mortar,-2013,2014,1,Second-hand; aid; M-106A2 version
artillery,Iraq,-565,K-6 120mm,Mortar,2008,2009-2012,-565,M-120 version
artillery,Iraq,44,M-109A5 155mm,Self-propelled gun,2010,2011,-44,Second-hand
artillery,Iraq,120,M-198 155mm,Towed gun,2010,2011-2013,-120,Second-hand; aid
artillery,Iraq,-100,K-6 120mm,Mortar,-2015,2015-2016,100,Possibly second-hand; designation uncertain (reported as '120mm mortar')
artillery,Iraq,24,M-198 155mm,Towed gun,2016,2017-2018,24,Second-hand; aid
artillery,Israel,-54,M-106,Self-propelled mortar,-2002,2002,54,Probably Second-hand; possibly incl some M-113 APCs
artillery,Israel,-50,M-106A3,Self-propelled mortar,-2006,2007-2009,-50,Second-hand; M-1064A3 version; 2 more for spare parts only
artillery,Israel,160,M-106A3,Self-propelled mortar,2011,2012,160,Second-hand; M-106A4 version with 120mm mortar
artillery,Israel,15,M-270 MLRS 227mm,Self-propelled MRL,-2015,2015,15,Second-hand
artillery,Jordan,50,M-106,Self-propelled mortar,1999,2000,50,Second-hand; aid
artillery,Jordan,12,M-142 HIMARS,Self-propelled MRL,2010,2012,12,$27 m deal
artillery,Jordan,12,L-118 105mm,Towed gun,-2018,2019,12,Second-hand; aid
artillery,Lebanon,-71,M-198 155mm,Towed gun,2007,2009-2010,71,Second-hand; aid
artillery,Lebanon,72,M-198 155mm,Towed gun,2014,2015,72,Second-hand; aid
artillery,Lebanon,40,M-198 155mm,Towed gun,2015,2016,40,Second-hand; aid
artillery,Malaysia,24,M-109A5 155mm,Self-propelled gun,2018,,,Second-hand but modernized before delivery
artillery,Morocco,-36,M-106,Self-propelled mortar,1999,2000,36,Second-hand; aid
artillery,Morocco,60,M-109A5 155mm,Self-propelled gun,-2009,2012,-60,Second-hand
artillery,Morocco,70,M-109A5 155mm,Self-propelled gun,2015,2016,-70,Second-hand
artillery,Pakistan,115,M-109A5 155mm,Self-propelled gun,2006,2007-2010,-115,Second-hand; $87 m deal (incl $53-57 m 'FMF' aid)
artillery,Poland,-20,M-142 HIMARS,Self-propelled MRL,2019,,,$414 m deal; part of 'WR-300 Homar' programme; delivery probably planned by 2023
artillery,Portugal,14,M-109A5 155mm,Self-propelled gun,-1997,2001,14,$29 m deal
artillery,Portugal,8,M-106,Self-propelled mortar,-1998,2000,8,Second-hand; aid; M-106A2 version
artillery,Romania,18,M-142 HIMARS,Self-propelled MRL,2018,,,$218 m deal; delivery 2020
artillery,Saudi Arabia,-48,M-109A5 155mm,Self-propelled gun,-2001,2002-2004,-48,Probably Second-hand
artillery,Saudi Arabia,-90,M-198 155mm,Towed gun,-2009,2010-2013,90,Second-hand
artillery,Saudi Arabia,-63,K-6 120mm,Mortar,-2012,2013,63,Probably second-hand; M-120A1 version
artillery,Singapore,18,M-142 HIMARS,Self-propelled MRL,2008,2010-2011,-18,
artillery,South Korea,29,M-270 MLRS 227mm,Self-propelled MRL,2002,2002-2004,-29,$498 m deal
artillery,Thailand,54,M-198 155mm,Towed gun,2012,2013,-54,Second-hand
artillery,UAE,20,M-142 HIMARS,Self-propelled MRL,2008,2011,-20,
artillery,UAE,12,M-142 HIMARS,Self-propelled MRL,2015,2018,12,$143 m deal
armoured vehicles,Canada,152,M-113A3,APC,2000,2002-2009,-152,Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to M-113A3; incl ARV and CP version
armoured vehicles,Canada,147,MTVL,APC,2000,2003-2009,-147,"Part of $215 m 'Life Extended M-113A3/MTVL' programme; Canadian M-113 APC rebuilt to MTVL; incl ALV, ARV and AEV version"
armoured vehicles,Canada,500,TAPV,APC,2012,2016-2019,-500,CAD603 m ($585 m) deal (and additional CAD105 m for 5-year support); option on 100 more
armoured vehicles,Egypt,100,M-1A1 Abrams,Tank,1999,2002-2003,-100,$564 m deal
armoured vehicles,Egypt,100,M-1A1 Abrams,Tank,2001,2004-2005,-100,$590 m deal
armoured vehicles,Egypt,125,M-1A1 Abrams,Tank,2003,2005-2008,-125,
armoured vehicles,Egypt,21,M-88A2 HERCULES,ARV,2004,2007,-21,
armoured vehicles,Egypt,125,M-1A1 Abrams,Tank,2008,2009-2013,-125,
armoured vehicles,Egypt,125,M-1A1 Abrams,Tank,2011,2015-2018,-125,
armoured vehicles,Israel,-386,Namer,APC/IFV,2011,2014-2019,-217,Designed in Israel but produced in USA for Israel
armoured vehicles,Mexico,-63,SandCat,APV,-2012,2012-2014,-63,DN-XI version
armoured vehicles,Pakistan,1047,M-113A3,APC,1998,2000-2014,-1047,
armoured vehicles,South Korea,-256,K-1 chassis,Tank chassis,1989,1993-2006,-256,Designed in USA for production of 56 K-1 ABL (developed in cooperation with UK company) and 200 K-1 ARV (developed in cooperation with FRG company) version in South Korea
armoured vehicles,South Korea,-484,K-1A1,Tank,-1994,1999-2009,-484,KRW1 tr ($781 m) deal; designed in USA for production in South Korea
armoured vehicles,South Korea,57,AAV-7A1,APC,1995,1997-2001,-57,$91 m deal; incl 5 ARV and 4 CP version; South Korean designation KAAV (Korean Armoured Amphibious Vehicle)
armoured vehicles,South Korea,67,AAV-7A1,APC,2000,2001-2006,-67,$99-120 m deal; South Korean designation KAAV (Korean Armoured Amphibious Vehicle)
armoured vehicles,South Korea,-75,AAV-7A1,APC,2006,2006-2010,-75,KRW149 b ($157 m) deal; South Korean designation KAAV (Korean Armoured Amphibious Vehicle)
armoured vehicles,Turkey,1698,AIFV,IFV,1988,1990-2000,-1698,"Part of $1.1 b deal (offsets $705 m incl production in Turkey); incl 20 and components for 285 from Belgian/Dutch production line; incl 830 AAPC APC, 48 ATV anti-tank and 170 AMV 81mm mortar carrier versions"
armoured vehicles,Turkey,551,AIFV-APC,APC,2000,2001-2004,-551,$338 m deal; incl 81mm mortar carrier version
armoured vehicles,United Kingdom,-108,Cougar,APC,2006,2006-2007,-108,For use in Afghanistan and Iraq; UK designation MPV or Mastiff
armoured vehicles,United Kingdom,24,Cougar,APC,2008,2009,24,$15 m deal; UK designation Mastiff-2
armoured vehicles,United Kingdom,14,Cougar,APC,2008,2009,14,$19 m deal; Buffalo version
armoured vehicles,United Kingdom,97,Cougar,APC,2009,2010-2011,-97,$123 m 'TSV (Heavy)' programme; Wolfhound ALV version
armoured vehicles,United Kingdom,262,MXT-MV,APV,2009,2009-2010,-262,$180 m 'TSV (Medium)' programme; UK designation Husky
armoured vehicles,Afghanistan,-188,M-113,APC,-2004,2005,-188,Second-hand; aid; M-113A2 version; incl 15 M-577A2 CP version
armoured vehicles,Afghanistan,-800,HMMWV Up-Armoured,APV,2006,2007-2008,-800,Second-hand; aid
armoured vehicles,Afghanistan,-4735,HMMWV Up-Armoured,APV,2008,2008-2011,-4735,$760 m deal; aid; M-1151 and M-1152 versions
armoured vehicles,Afghanistan,4002,HMMWV Up-Armoured,APV,2010,2011-2013,-4002,Part of $1 b deal; M-1152A1B2 version; incl for police
armoured vehicles,Afghanistan,-237,HMMWV Up-Armoured,APV,2010,2012,-237,$45 m deal; incl 137 M-1152 and 100 M-1151 version
armoured vehicles,Afghanistan,2566,HMMWV Up-Armoured,APV,2010,2011-2012,-2566,Second-hand; M-1114 version
armoured vehicles,Afghanistan,-41,ASV-150/M-1117,APC,2011,2011-2012,-41,
armoured vehicles,Afghanistan,240,ASV-150/M-1117,APC,2011,2012-2013,-240,"$257 m deal; MSFV version; incl command, ARV, AEV, ambulance and mortar carrier versions"
armoured vehicles,Afghanistan,-744,HMMWV Up-Armoured,APV,2011,2012,-744,
armoured vehicles,Afghanistan,71,ASV-150/M-1117,APC,2012,2014,-71,$79 m deal; MSFV version
armoured vehicles,Afghanistan,-136,ASV-150/M-1117,APC,-2012,2013-2014,-136,MSFV version
armoured vehicles,Afghanistan,135,ASV-150/M-1117,APC,2013,2014-2015,-135,$113 m deal; MSFV version
armoured vehicles,Afghanistan,222,MaxxPro,APC,2014,2015,222,Second-hand; incl 20 recovery vehicle version; aid
armoured vehicles,Afghanistan,55,ASV-150/M-1117,APC,2015,2015,55,
armoured vehicles,Afghanistan,1673,HMMWV Up-Armoured,APV,2016,2016-2017,-1673,$356 m deal; incl 1259 M-1151A1B1 and 414 M-1151A1B2 version
armoured vehicles,Afghanistan,433,HMMWV Up-Armoured,APV,2016,2017,433,$109 m deal; incl 360 M-1152A1B2 and 73 M-1151A1B1 version
armoured vehicles,Afghanistan,-55,ASV-150/M-1117,APC,2017,2018,-55,Option on 200 more
armoured vehicles,Afghanistan,-6576,HMMWV Up-Armoured,APV,2017,2018-2019,-2471,Aid
armoured vehicles,Afghanistan,1682,HMMWV Up-Armoured,APV,2017,2018,-1682,Second-hand; aid
armoured vehicles,African Union**,20,M-ATV,APV,-2015,2015,20,Second-hand; aid
armoured vehicles,Albania,3,MaxxPro,APC,2016,2017,3,Second-hand
armoured vehicles,Albania,77,HMMWV Up-Armoured,APV,2017,2017-2018,-77,Second-hand; aid
armoured vehicles,Albania,37,MaxxPro,APC,2018,2019,37,Second-hand; aid
armoured vehicles,Algeria,-10,MaxxPro,APC,-2017,2018,-10,
armoured vehicles,Argentina,57,M-113,APC,1999,2000,-57,Second-hand; aid
armoured vehicles,Argentina,20,M-113,APC,1999,2000,20,Second-hand; aid; M-577 CP version
armoured vehicles,Australia,59,M-1A1 Abrams,Tank,2004,2006-2007,59,Part of AUD530-550 m ($420-475 m) 'Project Land-907'; Second-hand M-1A1 rebuilt to M-1A1AIM(D) version
armoured vehicles,Australia,7,M-88A2 HERCULES,ARV,2004,2006-2007,7,Part of AUD530-550 m ($420-475 m) 'Project Land-907'
armoured vehicles,Australia,6,M-88A2 HERCULES,ARV,2015,2016,6,
armoured vehicles,Bahrain,38,M-901 ITV,Tank destroyer,1999,2000,38,Second-hand; aid
armoured vehicles,Bahrain,19,M-113,APC,-2000,2001,19,Second-hand; aid; M-113A2 version
armoured vehicles,Bahrain,-105,M-113,APC,2003,2005,-105,Second-hand; aid; M-113A2 version
armoured vehicles,Bahrain,-100,M-113,APC,2009,2010,100,Second-hand; M-113A2 version
armoured vehicles,Bahrain,-519,M-113,APC,-2011,2017-2019,-221,Second-hand; M-113A2 and M-577A2 version
armoured vehicles,Brazil,23,AAV-7RAM/RS,APC,2015,2017-2018,-23,$118 m deal; second-hand AAV-7A1 rebuilt to AAV-7RAM/RS version; incl 2 command post and 1 ARV version; Brazilian designation CLAnf
armoured vehicles,Brazil,46,M-113,APC,2015,2016,46,Second-hand; M-113A2 version; incl 34 M-577A2 command post version; aid
armoured vehicles,Brazil,4,M-88,ARV,2015,2016,4,Second-hand
armoured vehicles,Brazil,40,M-992 FAASV,ALV,2018,2018,40,Second-hand; aid; M-992A2 version
armoured vehicles,Bulgaria,7,ASV-150/M-1117,APC,2008,2008,7,$10.2 m deal
armoured vehicles,Bulgaria,10,ASV-150/M-1117,APC,2014,2015,10,$15 m deal
armoured vehicles,Burundi,10,RG-33,APC,2014,2015,10,Second-hand; aid; RG-33L version; for use by peacekeepers in Somalia
armoured vehicles,Burundi,15,Cougar,APC,2016,2016,15,Second-hand; aid
armoured vehicles,Cameroon,6,Cougar,APC,2015,2015,6,Probably second-hand; Cougar 4x4 version; aid
armoured vehicles,Canada,10,Cougar,APC,2007,2007,10,$8.8 m deal; incl 5 Buffalo version; for use in Afghanistan
armoured vehicles,Canada,48,Cougar,APC,2008,2009,48,$49 m deal; incl 14 Buffalo version
armoured vehicles,Chad,60,David,APV,2016,2016-2017,-60,Aid
armoured vehicles,Chile,-158,M-113,APC,2001,2004,-158,Second-hand
armoured vehicles,Colombia,39,ASV-150/M-1117,APC,2009,2010,-39,$46 m deal
armoured vehicles,Colombia,28,ASV-150/M-1117,APC,2011,2013-2014,-28,$32 m deal
armoured vehicles,Colombia,2,ASV-150/M-1117,APC,2016,2016,2,Commando Select version
armoured vehicles,Croatia,120,M-ATV,APV,2013,2014,120,Second-hand; aid
armoured vehicles,Croatia,30,MaxxPro,APC,2013,2014,30,Second-hand; MaxxPro Plus version
armoured vehicles,Croatia,20,RG-33,APC,2013,2014,20,Second-hand; aid; ambulance version
armoured vehicles,Croatia,42,M-ATV,APV,2014,2014,42,Second-hand; aid
armoured vehicles,Croatia,6,MaxxPro,APC,2015,2016,-6,Second-hand; recovery vehicle version; aid
armoured vehicles,Croatia,60,M-2 Bradley,IFV,2019,,,Second-hand; delivery planned by 2021
armoured vehicles,Denmark,6,Cougar,APC,2017,2017,6,Second-hand
armoured vehicles,Djibouti,10,RG-33,APC,2013,2014,10,Second-hand; aid; RG-33L version
armoured vehicles,Djibouti,-15,PKSV,APC,-2014,2014,-15,Aid
armoured vehicles,Djibouti,-7,Cougar,APC,-2015,2016,-7,Probably second-hand
armoured vehicles,Djibouti,54,HMMWV Up-Armoured,APV,2018,2019,54,Aid
armoured vehicles,Egypt,50,M-88A2 HERCULES,ARV,1998,2000-2002,-50,$198 m deal; assembled from kits in Egypt
armoured vehicles,Egypt,-34,M-60A3 Patton-2,Tank,2000,2001-2002,-34,Second-hand; aid
armoured vehicles,Egypt,30,M-113,APC,2001,2001-2002,-30,Part of $354 m deal; M-577A2 CP version; 'FMF' aid
armoured vehicles,Egypt,-254,M-113,APC,-2001,2003-2006,-254,Second-hand; aid; M-113A2 version; incl 15 M-577A2 CP version and  7 M-981 artillery CP version
armoured vehicles,Egypt,13,M-88A2 HERCULES,ARV,2001,2003-2004,13,$73 m deal; assembled from kits in Egypt
armoured vehicles,Egypt,3,M-88A2 HERCULES,ARV,2001,2002,-3,Part of $354 m deal (financed with US 'FMF' aid); assembled from kits in Egypt
armoured vehicles,Egypt,100,HMMWV Up-Armoured,APV,2003,2004,-100,Part of $109 m deal; M-1114 version
armoured vehicles,Egypt,13,M-88,ARV,2013,2015,13,Second-hand; aid; M-88A1 version
armoured vehicles,Egypt,400,Caiman,APC,2015,2016-2019,-400,Second-hand; aid
armoured vehicles,Egypt,12,MaxxPro,APC,2015,2016,-12,Second-hand; aid; ARV version
armoured vehicles,Egypt,350,RG-33,APC,2015,2016,-350,Second-hand; aid; incl 90 RG-33L ambulance version
armoured vehicles,Egypt,68,Caiman,APC,2017,2018,-68,Second-hand; aid
armoured vehicles,France,5,Cougar,APC,2008,2008,5,$3.5 m deal; Buffalo version
armoured vehicles,Georgia,10,Cougar,APC,-2014,2014,-10,Second-hand; aid
armoured vehicles,Greece,-38,M-113,APC,-1998,1998-2000,-38,Second-hand;  M-577A2 CP version
armoured vehicles,Greece,-140,M-113,APC,2003,2004-2005,-140,Second-hand; aid; 128 M-113A2 and 12 M-577A2 version
armoured vehicles,Greece,-11,MaxxPro,APC,2010,2010,-11,MaxxPro Dash version; for use in Afghanistan
armoured vehicles,Greece,-370,M-113,APC,-2013,2014-2015,-370,Second-hand; aid; M-113A2 version; incl 145 M-577A2 command post version
armoured vehicles,Greece,106,M-901 ITV,Tank destroyer,2013,2014-2015,-106,Second-hand; aid; M-901A2 version
armoured vehicles,Hungary,3,Cougar,APC,2009,2009,3,$1.3 m deal; for use in Afghanistan
armoured vehicles,Hungary,-46,HMMWV Up-Armoured,APV,2010,2010-2011,-46,Loan for use in Afghanistan; possibly incl non-armoured versions
armoured vehicles,Hungary,-12,MaxxPro,APC,2010,2010-2011,-12,MaxxPro Dash version; loan for use in Afghanistan
armoured vehicles,Hungary,12,MaxxPro,APC,2013,2013,12,Second-hand
armoured vehicles,Iraq,43,ASV-150/M-1117,APC,2004,2004-2005,-43,$50 m deal; incl 2 CP version
armoured vehicles,Iraq,-19,ASV-150/M-1117,APC,-2004,2005,19,
armoured vehicles,Iraq,-8500,HMMWV Up-Armoured,APV,2005,2006-2009,-8500,Second-hand; aid; M-1114 version
armoured vehicles,Iraq,378,Cougar,APC,2006,2006-2007,-378,$180 m deal; Iraqi Light Armored Vehicle (ILAV) or Badger version
armoured vehicles,Iraq,20,Cougar,APC,2006,2007,-20,$7.8m deal; Iraqi Light Armoured Vehicle (ILAV) version
armoured vehicles,Iraq,-50,M-113,APC,-2006,2006-2007,-50,Second-hand; aid
armoured vehicles,Iraq,27,Cougar,APC,2007,2008,-27,Iraqi Light Armoured Vehicle (ILAV) version
armoured vehicles,Iraq,-122,ASV-150/M-1117,APC,2008,2008-2009,-122,
armoured vehicles,Iraq,64,HMMWV Up-Armoured,APV,-2008,2010,-64,M-1151 and M-1152 version
armoured vehicles,Iraq,20,M-113,APC,-2008,2010,-20,Probably Second-hand; incl 12 M-577A2 Command Post version
armoured vehicles,Iraq,140,M-1A1 Abrams,Tank,-2008,2010-2012,-140,Second-hand M-1A1 rebuilt to M-1A1AIM version; option on 140 more
armoured vehicles,Iraq,8,M-88A2 HERCULES,ARV,-2008,2010,8,
armoured vehicles,Iraq,109,Cougar,APC,2009,2010,109,$59 m deal; Iraqi Light Armoured Vehicle (ILAV) version
armoured vehicles,Iraq,80,ASV-150/M-1117,APC,2010,2011-2013,-80,$85 m deal; incl 8 command post version
armoured vehicles,Iraq,-834,M-113,APC,2010,2011-2013,-834,"Second-hand but modernized before delivery; aid; M-113A2 version; incl command post, mortar-carrier, ambulance and other versions"
armoured vehicles,Iraq,21,M-88,ARV,2010,2011,-21,Second-hand but modernized before delivery; aid; M-88A1 version
armoured vehicles,Iraq,9,Cougar,APC,2011,2012,-9,ILAV version
armoured vehicles,Iraq,8,M-88A2 HERCULES,ARV,2012,2014,-8,$32 m deal
armoured vehicles,Iraq,17,Caiman,APC,2014,2014-2015,-17,Second-hand; aid for Iraqi Government and Kurdish Regional Government against Islamic State rebels
armoured vehicles,Iraq,250,Caiman,APC,2014,2014-2015,-250,Second-hand; aid
armoured vehicles,Iraq,-1000,HMMWV Up-Armoured,APV,2014,2015-2017,-1000,
armoured vehicles,Iraq,-2620,HMMWV Up-Armoured,APV,2014,2015-2017,-2620,Possibly second-hand; aid
armoured vehicles,Iraq,6,M-1A1 Abrams,Tank,2014,2015,6,Second-hand; aid
armoured vehicles,Iraq,8,M-88A2 HERCULES,ARV,2014,2015,8,Second-hand; aid
armoured vehicles,Iraq,-29,Cougar,APC,2015,2015,-29,Aid; second-hand
armoured vehicles,Iraq,50,MaxxPro,APC,2015,2015,-50,Second-hand; aid; mine-clearance version
armoured vehicles,Iraq,60,ASV-150/M-1117,APC,2016,2016,-60,$66 m deal; Commando Select version; incl 4 command post version
armoured vehicles,Iraq,-10,MaxxPro,APC,-2016,2016,-10,Aid; for Kurdish Peshmerga forces
armoured vehicles,Iraq,134,HMMWV Up-Armoured,APV,2017,2017,134,M-1151A1B1 version; for Kurdish Regional Government forces
armoured vehicles,Israel,120,HMMWV Up-Armoured,APV,-2002,2003-2004,-120,M-1114 version; for use in West Bank and Gaza Strip Palestinian areas
armoured vehicles,Israel,15,M-113,APC,2002,2003,-15,Second-hand; aid; XM-981 version
armoured vehicles,Israel,-300,M-113,APC,2012,2013-2015,-300,Second-hand; aid; M-577A2 version
armoured vehicles,Italy,9,AAV-7A1,APC,1999,2002,-9,Second-hand; part of $90 m deal; modernized in Italy with US kits
armoured vehicles,Italy,10,Cougar,APC,2008,2008,10,$8.3 m deal; incl 4 Buffalo version
armoured vehicles,Japan,-32,AAV-7RAM/RS,APC,-2013,2014-2018,-32,$165 m deal
armoured vehicles,Jordan,-23,M-901 ITV,Tank destroyer,1999,2000-2001,-23,Second-hand; aid
armoured vehicles,Jordan,47,M-113,APC,2004,2004,-47,Second-hand; aid; incl 5 M-577A2 command post version
armoured vehicles,Jordan,-35,Cougar,APC,2012,2013,-35,Second-hand; aid
armoured vehicles,Jordan,12,M-88,ARV,2012,2013,12,Scond-hand; aid; M-88A1 version
armoured vehicles,Jordan,39,RG-33,APC,-2012,2016,-39,Second-hand; aid
armoured vehicles,Jordan,57,Cougar,APC,2013,2014,-57,Second-hand; aid
armoured vehicles,Jordan,200,M-113,APC,2013,2014,200,Second-hand; M-577 command post version
armoured vehicles,Jordan,10,M-88,ARV,2013,2015,10,Scond-hand but rebuilt to new condition; aid; M-88A1 version
armoured vehicles,Jordan,200,Caiman,APC,2014,2016-2018,-200,Second-hand; aid
armoured vehicles,Jordan,200,RG-33,APC,-2014,2018-2019,-200,Second-hand
armoured vehicles,Jordan,300,M-113,APC,2016,2017-2018,300,Second-hand; aid; M-577A2 command post version
armoured vehicles,Kazakhstan,-40,HMMWV Up-Armoured,APV,2007,2008-2009,-40,M-1151 version
armoured vehicles,Kuwait,20,Desert Chameleon,IFV,2007,2010-2011,20,For police
armoured vehicles,Kuwait,218,M-1A2S,Tank,2016,,,M1A2-K version
armoured vehicles,Latvia,8,Cougar,APC,2010,2010,8,Second-hand; loan for use in Afghanistan
armoured vehicles,Latvia,40,HMMWV Up-Armoured,APV,2010,2010,40,Second-hand; loan for use in Afghanistan
armoured vehicles,Lebanon,1,M-113,APC,1999,2000,1,Second-hand; M-113A2 version
